CookerStat, GenerateAssetRegistry=0.632573, Initialize=1.275931, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FA906A754A56EE39F4770CA40CD1785C__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=1317, Duration=1.812525, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8211D7B047C6503C67822889931ACCD2__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=2237, Duration=1.640759, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_0, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5F8FF84C4F2B96D53C616490B421B4E3__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=385, Duration=1.978479, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B351DB054744B456AD5F51B70CD845F5__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=2219, Duration=1.775187, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_77F92AEA492EC5982EE119B7CFA7D630__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=6053, Duration=1.845993, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_1, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_01B2F2514E366F1043B0678BFDEEBD8E__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=551, Duration=1.683354, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_09BD9EF041B99956CB7348AC41A5B05D__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=347, Duration=1.602039, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_EC3F499F47778C4AAEB11C86D3521C6C__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=4341, Duration=1.509100, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_2, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FFAF83094DBDA62F4562269F3279C85C__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=1779, Duration=1.346737, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7F0067FF4B5042791E4B448F954BCB8B__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=2289, Duration=1.699120, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1B766FFC41E23D5A5B2013BA2D542EBD__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=5441, Duration=1.452398, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_3, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_715950C341963FCB6DAB4E808232E7B4__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=423, Duration=1.725674, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_F5712F8743393C8EFA1D03854D3F5EC9__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=347, Duration=1.409527, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7204208C4E4B6CB7AAF08CAF0CAD6678__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=1717, Duration=1.758866, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_4, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_E5EE92044E11796074A5CCACC94856D6__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=4185, Duration=1.445759, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_5713BBF346E443B0F12F989B3998569B__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=1679, Duration=1.708802, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionId2CC836E340EDDE4CAA927C84192F659F_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C1D771F34AD0254039E7968C32987613__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=3723, Duration=1.735907, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdDED154B54B03F1361582999FA17BD6CF_5, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_51A51C2E41343BD403385B8849A4A221__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=458, Duration=1.459867, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
DDCTransactionIdA0EA65C24AFA782BAABCED8C331E5BE9_6, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_DDDB22C2447B4D79D2B97483EBEBCDF7__1_0_13123_0, StartTime=2016.05.20-12.28.33, HierarchicalDDC=, DataSize=458, Duration=1.725398, RunGuid=RunID652D83C945C26A9FAAB47895DC03772A
